Unnamed: 0,id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,updated,isFake,timestamp,crawled_at,test_set_1,test_set_2
5875,79749293,Debbie Passion,Passion_72,14,12,554,1,0,Sun Oct 04 15:05:40 +0000 2009,,en,,,1.0,,,http://a0.twimg.com/profile_images/2676688041/de635d79507cbe362bcdddee33929e55_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2676688041/de635d79507cbe362bcdddee33929e55_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
2005,56477010,Star Dot Geek,stardotgeek,67264,582,705,579,85,Mon Jul 13 20:06:29 +0000 2009,http://t.co/JAySCtbX6U,en,Pacific Time (US & Canada),san diego,,,,http://pbs.twimg.com/profile_images/1175516910/weeperson_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/1175516910/weeperson_normal.jpg,DFDFDF,,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,-25200.0,,,,,,"Caps fan, fan of several TV dramas & scifi shows, especially of the Whedon & Abrams variety. Regular SDCC attendee.",,,15-03-2016 16:10,0.0,13-07-2009 22:06,01-05-2015 22:04,0.0,0.0
5882,481994964,Taimur M Sulehria,MeerTaimur,1133,254,89,2645,1,Fri Feb 03 12:09:55 +0000 2012,https://t.co/23Z5vskJ0x,en,Dublin,Azad Kashmir,1.0,,1.0,http://pbs.twimg.com/profile_images/590076786731421696/RgxfMZt7_normal.jpg,https://pbs.twimg.com/profile_banners/481994964/1429520074,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/590076786731421696/RgxfMZt7_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,3600.0,,,,,,,,,15-03-2016 15:58,0.0,03-02-2012 13:09,01-05-2015 13:04,0.0,0.0
5066,949432574,Rob Pattinson,FakingRob,22488,375,162,1941,7,Thu Nov 15 10:00:33 +0000 2012,,en,Central Time (US & Canada),Roleplaying,,,,http://pbs.twimg.com/profile_images/586598435454763008/6dBz61Uk_normal.jpg,https://pbs.twimg.com/profile_banners/949432574/1384156403,1.0,https://pbs.twimg.com/profile_background_images/742989047/4d11ef6b41a380db9ec6a91712e6d7ee.jpeg,333333,https://pbs.twimg.com/profile_images/586598435454763008/6dBz61Uk_normal.jpg,FFFFFF,1.0,EFEFEF,http://pbs.twimg.com/profile_background_images/742989047/4d11ef6b41a380db9ec6a91712e6d7ee.jpeg,131516,9999,-18000.0,,,,,,"I've chosen to be with her and live my life avoiding stupid rumors. It's us versus them, here now and always.| 18+ RP | Husband and dad | #HerTree @Bad_Ass_Stew",,,15-03-2016 15:56,0.0,15-11-2012 11:00,01-05-2015 20:32,0.0,0.0
1077,616916468,Natalie Johnston,nataliefhgyy,35,22,372,0,0,Sun Jun 24 08:30:23 +0000 2012,,en,,Scotland,1.0,,,http://a0.twimg.com/profile_images/3239584899/78507a324be39ad83c662f7ea2a1a15c_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3239584899/78507a324be39ad83c662f7ea2a1a15c_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Glaswegin!StillAtSchool!Rapper! :)),,,12-06-2013 18:38,1.0,,,,
2018,170217521,Yankeesource,YankeeSource,44785,6093,92,6,195,Sat Jul 24 06:39:38 +0000 2010,http://t.co/T0bOtmsvOl,en,Central Time (US & Canada),"Saitama, Japan",,,1.0,http://pbs.twimg.com/profile_images/1573486023/me_normal.jpg,https://pbs.twimg.com/profile_banners/170217521/1353352416,1.0,https://abs.twimg.com/images/themes/theme15/bg.png,333333,https://pbs.twimg.com/profile_images/1573486023/me_normal.jpg,A8C7F7,,C0DFEC,http://abs.twimg.com/images/themes/theme15/bg.png,22330,0084B4,-18000.0,,,,,,"David P., a Scout on Pacific Rim, Tweets MLB/NPB/Yankee information. Ask me your questions on prospects and more.",,,15-03-2016 16:01,0.0,24-07-2010 08:39,01-05-2015 13:31,0.0,0.0
3382,1128888824,Jewell Odonnell,JewellOdonnel11,24,14,235,0,0,Mon Jan 28 18:42:09 +0000 2013,,en,,Indonesia,1.0,,,http://a0.twimg.com/profile_images/3303560072/c87791d16b5a2eef000a083f68978594_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3303560072/c87791d16b5a2eef000a083f68978594_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,selena im yoursiggest fan,,,12-06-2013 18:38,1.0,,,,
3072,87041753,Sophies Mother ??,lydiaaalovexo,35142,663,500,3851,5,Mon Nov 02 22:08:57 +0000 2009,,en,Mountain Time (US & Canada),"Wichita, KS",,,1.0,http://pbs.twimg.com/profile_images/592258403793240064/8vPouMoe_normal.jpg,https://pbs.twimg.com/profile_banners/87041753/1430342710,1.0,https://pbs.twimg.com/profile_background_images/378800000155670239/pNSYEMN2.jpeg,333333,https://pbs.twimg.com/profile_images/592258403793240064/8vPouMoe_normal.jpg,FFFFFF,,EFEFEF,http://pbs.twimg.com/profile_background_images/378800000155670239/pNSYEMN2.jpeg,131516,0B0D0D,-21600.0,,,,,,i make brow contact before i make eye contact,,,15-03-2016 16:07,0.0,02-11-2009 23:08,02-05-2015 03:19,0.0,0.0
6813,3048199577,Da Grappla,DaGrappla,27,13,49,27,0,Fri Feb 20 23:18:35 +0000 2015,http://t.co/8qRjtFyjk4,en,,Madrid/LasPalmasdeGranCanaria,1.0,,,http://pbs.twimg.com/profile_images/568912912756899840/axYHSJft_normal.jpeg,https://pbs.twimg.com/profile_banners/3048199577/1424480202,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/568912912756899840/axYHSJft_normal.jpeg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"Blood on the mat, women in my bed, gold in my safe, wine in my glass, music in my ears and hunger in my heart",,,15-03-2016 15:55,0.0,21-02-2015 00:18,02-05-2015 01:30,0.0,0.0
4657,155102693,DIEGO SORIANO ,diegosorianov82,35,69,1069,1,0,Sun Jun 13 03:47:56 +0000 2010,,es,,Colombia,,,,http://a0.twimg.com/profile_images/1983382368/image_normal.jpg,,1.0,https://si0.twimg.com/profile_background_images/118112864/bg.jpg,0,https://si0.twimg.com/profile_images/1983382368/image_normal.jpg,FFFFFF,,F7DA93,http://a0.twimg.com/profile_background_images/118112864/bg.jpg,0,CC3300,,,,,,,,,,11-06-2013 17:39,1.0,,,,
657,567764993,Pitjiro,Pitjiro,1116,49,80,257,0,Tue May 01 02:19:24 +0000 2012,,es,Athens,MAD,,,1.0,http://pbs.twimg.com/profile_images/587610172136259584/i2tHZv8W_normal.jpg,https://pbs.twimg.com/profile_banners/567764993/1428932392,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/587610172136259584/i2tHZv8W_normal.jpg,EEEEEE,1.0,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,606060,10800.0,,,,,,"95. Un poco enfermo, s�lo un poco. The chosen undead. Me gustan los videojuegos y la m�sica y eso, nada especial.",,,15-03-2016 15:59,0.0,01-05-2012 04:19,01-05-2015 14:24,1.0,1.0
3422,3013481653,augustine ,drizzlingh0ran,1189,369,337,250,0,Sun Feb 08 13:34:39 +0000 2015,,en,,ph,,,1.0,http://pbs.twimg.com/profile_images/589401800756760576/IuaWqX8O_normal.jpg,https://pbs.twimg.com/profile_banners/3013481653/1429359313,1.0,https://pbs.twimg.com/profile_background_images/580956165665738752/6qKQW1GS.png,333333,https://pbs.twimg.com/profile_images/589401800756760576/IuaWqX8O_normal.jpg,C0DEED,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/580956165665738752/6qKQW1GS.png,C0DEED,0084B4,,,,,,,i was so stupid for letting you go // new account,,,15-03-2016 16:04,0.0,08-02-2015 14:34,02-05-2015 01:06,0.0,0.0
6820,616218482,Luci Sims,lucisimsaexmq,60,19,606,0,0,Sat Jun 23 15:47:17 +0000 2012,,en,,Patoos de Miiinas,1.0,,,http://a0.twimg.com/profile_images/3292495968/5a2feaf160682826d8aa8cef8a424216_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3292495968/5a2feaf160682826d8aa8cef8a424216_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,:: humay ttu simpl ::,,,12-06-2013 18:38,1.0,,,,
5603,343432669,lizbeth,TisWhiteyBay,150680,1035,84,16174,5,Wed Jul 27 15:31:57 +0000 2011,,en,Pacific Time (US & Canada),Shinsekai || ?????,,,,http://pbs.twimg.com/profile_images/588701281092382720/mcLkCWyh_normal.jpg,https://pbs.twimg.com/profile_banners/343432669/1428594550,1.0,https://pbs.twimg.com/profile_background_images/557349691331842048/3gybBQ6G.jpeg,4B1280,https://pbs.twimg.com/profile_images/588701281092382720/mcLkCWyh_normal.jpg,0,1.0,0,http://pbs.twimg.com/profile_background_images/557349691331842048/3gybBQ6G.jpeg,FBEFF2,FFCFCF,-25200.0,,,,,,onigiri-chan @FuknShitZoro 8 #SaltySaints,,,15-03-2016 15:59,0.0,27-07-2011 17:31,01-05-2015 23:20,0.0,0.0
5863,845770021,hey,lolipoppnit09,11,1,421,0,0,Tue Sep 25 15:53:07 +0000 2012,,en,,,1.0,,,http://a0.twimg.com/profile_images/2648810615/bf50acdff6e1ccb511037485c8e5d89f_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2648810615/bf50acdff6e1ccb511037485c8e5d89f_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
583,107013897,atun nianti,atunnianti,19,13,455,2,1,Thu Jan 21 09:54:58 +0000 2010,,id,Pacific Time (US & Canada),indonesia,,,,http://a0.twimg.com/profile_images/1332728940/Cut3_normal.jpg,,1.0,https://si0.twimg.com/profile_background_images/342825084/armada.jpg,3D1957,https://si0.twimg.com/profile_images/1332728940/Cut3_normal.jpg,65B0DA,1.0,7AC3EE,http://a0.twimg.com/profile_background_images/342825084/armada.jpg,642D8B,FF0000,-28800.0,,,,,,"cwe yang tomboy, baek hti, setia kawan, dll",,,12-06-2013 18:38,1.0,,,,
6085,732621438,???,_skatah,13861,199,134,7478,1,Thu Aug 02 10:52:56 +0000 2012,,en,Pacific Time (US & Canada),,,,,http://pbs.twimg.com/profile_images/592615226446450688/zz-PgeDf_normal.jpg,https://pbs.twimg.com/profile_banners/732621438/1426997895,1.0,https://pbs.twimg.com/profile_background_images/378800000166200481/pmq1cQkq.jpeg,333333,https://pbs.twimg.com/profile_images/592615226446450688/zz-PgeDf_normal.jpg,0,,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000166200481/pmq1cQkq.jpeg,0,92BF69,-25200.0,,,,,,.....,,,15-03-2016 16:02,0.0,02-08-2012 12:52,01-05-2015 17:13,1.0,1.0
3193,46553408,Tricia Dinkins,MizzTD,4,3,593,0,0,Fri Jun 12 02:06:08 +0000 2009,,en,,,1.0,,,http://a0.twimg.com/profile_images/2354675215/vetton_ru_213__6__normal.jpg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2354675215/vetton_ru_213__6__normal.jpg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,11-06-2013 17:39,1.0,,,,
1551,94244578,nanahara,nanahara2,61,6,671,0,0,Thu Dec 03 03:28:22 +0000 2009,,en,,,1.0,,,http://a0.twimg.com/profile_images/2357258999/vetton_ru_1788__2__normal.jpg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2357258999/vetton_ru_1788__2__normal.jpg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
5622,1208100925,Elease Kunkle,KunkleuqlElease,0,0,32,0,0,Fri Feb 22 11:54:50 +0000 2013,,en,,"Kuching,Sarawak",1.0,,,http://a0.twimg.com/profile_images/3533504622/e3ec53c38cfee1beb8d393fc395d9f7e_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3533504622/e3ec53c38cfee1beb8d393fc395d9f7e_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Your World & My Worl.. i LikeJustin Bieber  .. Plss Follow.. I Follow Back ;D,,,12-06-2013 18:38,1.0,,,,
855,273432870,ricardo,jrcardovelazque,0,6,540,0,0,Mon Mar 28 13:48:51 +0000 2011,,en,,passaic,1.0,,,http://a0.twimg.com/profile_images/1290232217/DSC00099_normal.JPG,,1.0,https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png,333333,https://twimg0-a.akamaihd.net/profile_images/1290232217/DSC00099_normal.JPG,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
4898,173215914,isabel mendez,Laisame,17,12,681,1,0,Sat Jul 31 19:21:12 +0000 2010,,es,Brasilia,,1.0,,,http://a0.twimg.com/profile_images/1636543989/Maria_normal.JPG,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/1636543989/Maria_normal.JPG,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-10800.0,,,,,,,,,12-06-2013 18:38,1.0,,,,
30,617538588,Arthur Osborn,osbornncc,28,11,306,0,0,Sun Jun 24 20:45:56 +0000 2012,,en,,Arizona,1.0,,,http://a0.twimg.com/profile_images/3235195531/fb6da7c3db7ff00195c4f275819ecb57_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3235195531/fb6da7c3db7ff00195c4f275819ecb57_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
3005,1176363709,Alita Dye,DyewpbAlita,16,12,214,0,0,Wed Feb 13 17:51:02 +0000 2013,,en,,Philippines,1.0,,,http://a0.twimg.com/profile_images/3305284195/88d8ff488d36f1b47ad57082c7fedbc5_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305284195/88d8ff488d36f1b47ad57082c7fedbc5_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"I'm jut simple, I love music, I like Miley Cyrus' songs, and I always watch disny channel shows: Hannah Montana, wizards of waverly place, Suite Life On Deck",,,12-06-2013 18:38,1.0,,,,
2498,1174622065,Brigitte Hashimoto,HashimotozrqBri,21,8,202,0,0,Wed Feb 13 09:42:03 +0000 2013,,en,,"Chesapeake, Virginia",1.0,,,http://a0.twimg.com/profile_images/3305215095/2423cb138fd7b5b03d79e2d4eae1917a_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305215095/2423cb138fd7b5b03d79e2d4eae1917a_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"Fom complex installations to routine service and maintenance, Ampmor Electric Corporation has the resources to provide a system that fit your budget.",,,12-06-2013 18:38,1.0,,,,
4021,402917643,Fast Planet,FastPlanetBand,2034,319,469,655,4,Tue Nov 01 19:18:55 +0000 2011,http://t.co/yzJ7YggYJV,en,Central Time (US & Canada),Memphis,,,,http://pbs.twimg.com/profile_images/562378342851436544/HMlADwj2_normal.jpeg,https://pbs.twimg.com/profile_banners/402917643/1429028976,,https://pbs.twimg.com/profile_background_images/537699022283079680/ZXfDqmgM.png,333333,https://pbs.twimg.com/profile_images/562378342851436544/HMlADwj2_normal.jpeg,FFFFFF,1.0,656565,http://pbs.twimg.com/profile_background_images/537699022283079680/ZXfDqmgM.png,FFFFFF,525252,-18000.0,,,,,,Fast Planet is Brandon Herrington & Wil Deshazo | Tweets by Brandon.,,,15-03-2016 15:56,0.0,01-11-2011 20:18,02-05-2015 05:16,0.0,0.0
1718,2800412189,proud of my bae ed,edsheeranspain1,8455,903,728,9680,13,Thu Oct 02 17:25:57 +0000 2014,https://t.co/IAqxsZajfC,es,,Los quiero mucho chichos !,1.0,,1.0,http://pbs.twimg.com/profile_images/586275515541155840/FnH1SWQn_normal.jpg,https://pbs.twimg.com/profile_banners/2800412189/1425938167,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/586275515541155840/FnH1SWQn_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"25.11 smoking the dvd,watching illegal weed Deeply in love with this ginger. Taylor Swift.",,,15-03-2016 16:04,0.0,02-10-2014 19:25,01-05-2015 21:41,0.0,0.0
3995,170923442,Shelley Lohr,NapkinGirl,31247,212,143,5048,4,Mon Jul 26 03:33:24 +0000 2010,,en,Central Time (US & Canada),#ShellzForBrains,,,1.0,http://pbs.twimg.com/profile_images/584437170955542529/APh5xosd_normal.jpg,https://pbs.twimg.com/profile_banners/170923442/1428812192,1.0,https://pbs.twimg.com/profile_background_images/441247674243612674/kbKJ9WSm.jpeg,0,https://pbs.twimg.com/profile_images/584437170955542529/APh5xosd_normal.jpg,FFFFFF,,FFFFFF,http://pbs.twimg.com/profile_background_images/441247674243612674/kbKJ9WSm.jpeg,FFFFFF,3B94D9,-18000.0,,,,,,Welcome to the inner workings of my mind.,,,15-03-2016 15:59,0.0,26-07-2010 05:33,01-05-2015 13:32,0.0,0.0
2860,330273328,Jorge Ayuso,JorgeAyusodeF,9,30,394,0,2,Wed Jul 06 11:25:32 +0000 2011,,es,,Segovia,1.0,,,http://a0.twimg.com/profile_images/1428960221/vale_normal.JPG,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/1428960221/vale_normal.JPG,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
3838,35558229,Richard Martinez,richard1826,18090,4367,128,39,57,Sun Apr 26 20:37:49 +0000 2009,,en,Central Time (US & Canada),"Irving, TX",,,,http://pbs.twimg.com/profile_images/437068491082829825/-mpBaYgj_normal.jpeg,,1.0,https://pbs.twimg.com/profile_background_images/279801229/2011-06-23_17-07-54_807.jpg,663B12,https://pbs.twimg.com/profile_images/437068491082829825/-mpBaYgj_normal.jpeg,C6E2EE,1.0,DAECF4,http://pbs.twimg.com/profile_background_images/279801229/2011-06-23_17-07-54_807.jpg,C6E2EE,1F98C7,-18000.0,,,,,,Not so famous author. I block people who flood my mentions. I don't sign twititions. Verified as the only Awesome Badass on the planet!,,,15-03-2016 16:09,0.0,26-04-2009 22:37,01-05-2015 17:08,0.0,0.0
3729,378228984,Larry Nussbaum,NussyL,329,80,198,13,1,Thu Sep 22 21:18:05 +0000 2011,http://t.co/L5lUZEYFwI,en,Pretoria,Johannesburg,,,1.0,http://pbs.twimg.com/profile_images/3535520380/7412e7323d69786fcfb1d606bcb4e3dd_normal.jpeg,,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/3535520380/7412e7323d69786fcfb1d606bcb4e3dd_normal.jpeg,EEEEEE,1.0,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,9999,7200.0,,,,,,IT and Photography are my passion. Being an IT Professional I love keeping upto date with all the latest trends and tricks.,,,15-03-2016 15:59,0.0,22-09-2011 23:18,02-05-2015 02:43,0.0,0.0
1566,42339113,mia,miamicayla_,7936,645,224,3769,0,Mon May 25 03:12:24 +0000 2009,,en,Arizona,,1.0,,1.0,http://pbs.twimg.com/profile_images/593703234339872768/lGp8E7kB_normal.jpg,https://pbs.twimg.com/profile_banners/42339113/1429477770,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/593703234339872768/lGp8E7kB_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-25200.0,,,,,,ig: miamicayla,,,15-03-2016 16:07,0.0,25-05-2009 05:12,01-05-2015 18:20,0.0,0.0
2566,1176258824,Lashawn Hennig,HennighrsLashaw,18,5,216,0,0,Wed Feb 13 17:31:12 +0000 2013,,en,,S�o Carlos S.P  Brasil,1.0,,,http://a0.twimg.com/profile_images/3306646448/1539ea6d7c4fdec407b859ba2140146d_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3306646448/1539ea6d7c4fdec407b859ba2140146d_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"Viva o hoje, pois  amanh� pode n�o existir!...busque seus sonhos, pois se vc num corre atr�s  n�o s�o as pessoas que v�o buscar eles para vc! lute",,,12-06-2013 18:38,1.0,,,,
1803,616453934,Morris Holden,morrismiee,52,26,398,0,0,Sat Jun 23 20:42:37 +0000 2012,,en,,"Oklahoma City, Oklahoma",1.0,,,http://a0.twimg.com/profile_images/3232777292/274fe8d35720b2b0bb6353074826b076_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3232777292/274fe8d35720b2b0bb6353074826b076_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
2425,257742584,"jowe., zaynmalik1D",cakexnarry,74003,8588,6724,4529,41,Sat Feb 26 02:30:53 +0000 2011,http://t.co/x6U8VYHr3y,en,Hong Kong,All the love. H,,,1.0,http://pbs.twimg.com/profile_images/589036069699522560/8w5YZNF0_normal.jpg,https://pbs.twimg.com/profile_banners/257742584/1429272136,1.0,https://pbs.twimg.com/profile_background_images/454512805203296256/DCJaD6eV.jpeg,0,https://pbs.twimg.com/profile_images/589036069699522560/8w5YZNF0_normal.jpg,FFFFFF,,FFFFFF,http://pbs.twimg.com/profile_background_images/454512805203296256/DCJaD6eV.jpeg,FFFFFF,ABB8C2,28800.0,,,,,,"im the daisy in a field of roses., lrh+band // 032215 otratmnl",,,15-03-2016 16:11,0.0,26-02-2011 03:30,01-05-2015 16:50,1.0,0.0
93,2193434506,buuh,GeralGalvez,8213,642,675,18265,5,Sat Nov 23 23:52:43 +0000 2013,,en,Atlantic Time (Canada),earth,,,1.0,http://pbs.twimg.com/profile_images/584127231154335744/-zxjjhAL_normal.png,https://pbs.twimg.com/profile_banners/2193434506/1428101820,1.0,https://pbs.twimg.com/profile_background_images/533019524065288192/E3fq9ykF.jpeg,333333,https://pbs.twimg.com/profile_images/584127231154335744/-zxjjhAL_normal.png,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/533019524065288192/E3fq9ykF.jpeg,C6E2EE,1F98C7,-10800.0,,,,,,JDBM 03/16/2014 JS 03/17/14 .LOVE THE WHALES. shut the fuck up,,,15-03-2016 15:56,0.0,24-11-2013 00:52,01-05-2015 13:58,0.0,0.0
1987,619085463,Kellee Noel,kelleenoeljxvr,38,20,332,0,0,Tue Jun 26 11:57:28 +0000 2012,,en,,Kathmandu-Nepal,1.0,,,http://a0.twimg.com/profile_images/3183473522/acbabbf4ca9828dcd645cc73e75937ab_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3183473522/acbabbf4ca9828dcd645cc73e75937ab_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
5635,593274528,Susan Telfer,susanktelfer,2131,222,162,900,15,Tue May 29 00:21:50 +0000 2012,http://t.co/Q45bEoicvY,en,,"Gibsons, BC",,,1.0,http://pbs.twimg.com/profile_images/2258951749/_DSC0209_2_normal.jpg,https://pbs.twimg.com/profile_banners/593274528/1409459042,1.0,https://pbs.twimg.com/profile_background_images/573346621/7glcxn8pd9oarkpkzhfe.jpeg,EDE9D1,https://pbs.twimg.com/profile_images/2258951749/_DSC0209_2_normal.jpg,D10042,1.0,257D0F,http://pbs.twimg.com/profile_background_images/573346621/7glcxn8pd9oarkpkzhfe.jpeg,BA003C,E85F86,,,,,,,"Author, mother, and teacher @sd46. On SCTA executive and Gibsons Live Poets Society board.  New book out with Oolichan in 2015.",,,15-03-2016 16:10,0.0,29-05-2012 02:21,01-05-2015 15:54,0.0,0.0
3265,616874546,Donetta Wiggins,donettaapdlg,27,23,349,0,0,Sun Jun 24 07:19:20 +0000 2012,,en,,Brasil ?&amp;#39;,1.0,,,http://a0.twimg.com/profile_images/3302399100/7e55b98d1ebc1fccce309a445d832f8a_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302399100/7e55b98d1ebc1fccce309a445d832f8a_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
214,616572184,Chauncey Farley,chaunceyfarley,37,15,384,0,0,Sat Jun 23 23:25:51 +0000 2012,,en,,United Kingdom,1.0,,,http://a0.twimg.com/profile_images/3234102766/6b732fe2e79d5fd6ad25d7db975f2fbc_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3234102766/6b732fe2e79d5fd6ad25d7db975f2fbc_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,UNIVERSAL GRACE FILS/FOUNDAION,,,12-06-2013 18:38,1.0,,,,
